aro_accession,aro_name,amr_gene_family,drug_class,mechanism,hierarchy_node
cfiA29,subclass B1 metallo-beta-lactamase CfiA29,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA29
cfiA30,subclass B1 metallo-beta-lactamase CfiA30,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA30
cfiA31,subclass B1 metallo-beta-lactamase CfiA31,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA31
cfiA32,subclass B1 metallo-beta-lactamase CfiA32,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA32
cfiA33,subclass B1 metallo-beta-lactamase CfiA33,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA33
cfiA4,subclass B1 metallo-beta-lactamase CfiA4,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA4
cfiA8,subclass B1 metallo-beta-lactamase CfiA8,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA8
cfiA9,subclass B1 metallo-beta-lactamase CfiA9,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cfiA9
cfr-Cb,Cfr family 23S rRNA (adenine(2503)-C(8))-methyltransferase,Cfr family 23S rRNA (adenine(2503)-C(8))-methyltransferase,CHLORAMPHENICOL/CLINDAMYCIN/FLORFENICOL/LINEZOLID/STREPTOGRAMIN A/TIAMULIN|LINCOSAMIDE/OXAZOLIDINONE/PHENICOL/PLEUROMUTILIN/STREPTOGRAMIN,rrna (adenine(2503)-c(8))-methyltransferase,cfr-Cb
cfr,23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr,23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr,CHLORAMPHENICOL/CLINDAMYCIN/FLORFENICOL/LINEZOLID/STREPTOGRAMIN B/TIAMULIN/VIRGINIAMYCIN|LINCOSAMIDE/OXAZOLIDINONE/PHENICOL/PLEUROMUTILIN/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase cfr,cfr
cfr(B),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(B),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(B),CHLORAMPHENICOL/CLINDAMYCIN/LINEZOLID/RETAPAMULIN/STREPTOGRAMIN B/VIRGINIAMYCIN|LINCOSAMIDE/OXAZOLIDINONE/PHENICOL/PLEUROMUTILIN/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase cfr(b),cfr(B)
cfr(C),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(C),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(C),CHLORAMPHENICOL/CLINDAMYCIN/FLORFENICOL/LINEZOLID/STREPTOGRAMIN/TIAMULIN|LINCOSAMIDE/OXAZOLIDINONE/PHENICOL/PLEUROMUTILIN/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase cfr(c),cfr(C)
cfr(D),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(D),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(D),CHLORAMPHENICOL/CLINDAMYCIN/LINEZOLID/STREPTOGRAMIN B/TEDIZOLID/TIAMULIN|LINCOSAMIDE/OXAZOLIDINONE/PHENICOL/PLEUROMUTILIN/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase cfr(d),cfr(D)
cfr(E),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(E),23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(E),LINCOSAMIDE/LINEZOLID/THIAMPHENICOL/TIAMULIN/VIRGINIAMYCIN|LINCOSAMIDE/OXAZOLIDINONE/PHENICOL/PLEUROMUTILIN/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase cfr(e),cfr(E)
cfsA,CS5 fimbrial major subunit CsfA,CS5 fimbrial major subunit CsfA,NA,subunit csfa,cfsA
cfxA_fam,CfxA family broad-spectrum class A beta-lactamase,CfxA family broad-spectrum class A beta-lactamase,BETA-LACTAM,beta-lactamase,cfxA_fam
cfxA,broad-spectrum class A beta-lactamase CfxA,broad-spectrum class A beta-lactamase CfxA,BETA-LACTAM,beta-lactamase,cfxA
cfxA2,extended-spectrum class A beta-lactamase CfxA2,extended-spectrum class A beta-lactamase CfxA2,BETA-LACTAM,beta-lactamase,cfxA2
cfxA3,extended-spectrum class A beta-lactamase CfxA3,extended-spectrum class A beta-lactamase CfxA3,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cfxA3
cfxA4,extended-spectrum class A beta-lactamase CfxA4,extended-spectrum class A beta-lactamase CfxA4,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cfxA4
cfxA5,broad-spectrum class A beta-lactamase CfxA5,broad-spectrum class A beta-lactamase CfxA5,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,cfxA5
cfxA6,broad-spectrum class A beta-lactamase CfxA6,broad-spectrum class A beta-lactamase CfxA6,BETA-LACTAM,beta-lactamase,cfxA6
chrA,chromate resistance efflux protein ChrA,chromate resistance efflux protein ChrA,CHROMATE,efflux,chrA
chrB_rRNA_meth,23S rRNA (guanine(748)-N(1))-methyltransferase ChrB,23S rRNA (guanine(748)-N(1))-methyltransferase ChrB,MACROLIDE,(guanine(748)-n(1))-methyltransferase chrb,chrB_rRNA_meth
chrR_I,class I chromate reductase ChrR,class I chromate reductase ChrR,CHROMATE,reductase chrr,chrR_I
cif,type III secretion system effector Cif,type III secretion system effector Cif,NA,effector cif,cif
cipA,23S rRNA (adenine(2503)-C(8))-methyltransferase CipA,23S rRNA (adenine(2503)-C(8))-methyltransferase CipA,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase cipa,cipA
clbA,23S rRNA (adenine(2503)-C(8))-methyltransferase ClbA,23S rRNA (adenine(2503)-C(8))-methyltransferase ClbA,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase clba,clbA
clbB_Ec,colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbB,colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbB,NA,synthase clbb,clbB_Ec
clbB,23S rRNA (adenine(2503)-C(8))-methyltransferase ClbB,23S rRNA (adenine(2503)-C(8))-methyltransferase ClbB,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase clbb,clbB
clbC,23S rRNA (adenine(2503)-C(8))-methyltransferase ClbC,23S rRNA (adenine(2503)-C(8))-methyltransferase ClbC,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,(adenine(2503)-c(8))-methyltransferase clbc,clbC
clbN,colibactin non-ribosomal peptide synthetase ClbN,colibactin non-ribosomal peptide synthetase ClbN,NA,synthetase clbn,clbN
clpK,heat shock survival AAA family ATPase ClpK,heat shock survival AAA family ATPase ClpK,NA,atpase clpk,clpK
clpL,ATP-dependent protease ClpL,ATP-dependent protease ClpL,NA,protease clpl,clpL
cmeB_RE,"multidrug efflux RND transporter permease subunit CmeB, ciprofloxacin and florfenicol resistance type","multidrug efflux RND transporter permease subunit CmeB, ciprofloxacin and florfenicol resistance type",FLORFENICOL/QUINOLONE|PHENICOL/QUINOLONE,efflux,cmeB_RE
cml_Myxo,Cml family chloramphenicol efflux MFS transporter,Cml family chloramphenicol efflux MFS transporter,CHLORAMPHENICOL|PHENICOL,efflux,cml_Myxo
cmlA_floR,CmlA/FloR family chloramphenicol efflux MFS transporter,CmlA/FloR family chloramphenicol efflux MFS transporter,CHLORAMPHENICOL|PHENICOL,efflux,cmlA_floR
cml_Ochro,Cml family chloramphenicol efflux MFS transporter,Cml family chloramphenicol efflux MFS transporter,CHLORAMPHENICOL|PHENICOL,efflux,cml_Ochro
cml_Ensi,Cml family chloramphenicol efflux MFS transporter,Cml family chloramphenicol efflux MFS transporter,CHLORAMPHENICOL|PHENICOL,efflux,cml_Ensi
cmlA,CmlA family chloramphenicol efflux MFS transporter,CmlA family chloramphenicol efflux MFS transporter,CHLORAMPHENICOL|PHENICOL,efflux,cmlA
cmlA10,chloramphenicol efflux MFS transporter CmlA10,nan,CHLORAMPHENICOL|PHENICOL,efflux,cmlA10
cmlA6,chloramphenicol efflux MFS transporter CmlA6,nan,CHLORAMPHENICOL|PHENICOL,efflux,cmlA6
cmlA8,chloramphenicol efflux MFS transporter CmlA8,nan,CHLORAMPHENICOL|PHENICOL,efflux,cmlA8
cmlA1,chloramphenicol efflux MFS transporter CmlA1,chloramphenicol efflux MFS transporter CmlA1,CHLORAMPHENICOL|PHENICOL,efflux,cmlA1
cmlA4,chloramphenicol efflux MFS transporter CmlA4,chloramphenicol efflux MFS transporter CmlA4,CHLORAMPHENICOL|PHENICOL,efflux,cmlA4
cmlA5,chloramphenicol efflux MFS transporter CmlA5,chloramphenicol efflux MFS transporter CmlA5,CHLORAMPHENICOL|PHENICOL,efflux,cmlA5
cmlB,chloramphenicol efflux MFS transporter CmlB,chloramphenicol efflux MFS transporter CmlB,CHLORAMPHENICOL|PHENICOL,efflux,cmlB
cmlB1,chloramphenicol efflux MFS transporter CmlB1,chloramphenicol efflux MFS transporter CmlB1,CHLORAMPHENICOL|PHENICOL,efflux,cmlB1
cmlR,chloramphenicol efflux MFS transporter CmlR,chloramphenicol efflux MFS transporter CmlR,CHLORAMPHENICOL|PHENICOL,efflux,cmlR
cmlV,chloramphenicol efflux MFS transporter CmlV,chloramphenicol efflux MFS transporter CmlV,CHLORAMPHENICOL|PHENICOL,efflux,cmlV
cmrA,chloramphenicol efflux MFS transporter CmrA,chloramphenicol efflux MFS transporter CmrA,CHLORAMPHENICOL|PHENICOL,efflux,cmrA
cmx,chloramphenicol efflux MFS transporter Cmx,chloramphenicol efflux MFS transporter Cmx,CHLORAMPHENICOL|PHENICOL,efflux,cmx
cna,collagen adhesin Cna,collagen adhesin Cna,NA,adhesin cna,cna
cnf1,cytotoxic necrotizing factor CNF1,cytotoxic necrotizing factor CNF1,NA,factor cnf1,cnf1
cnf2,cytotoxic necrotizing factor CNF2,cytotoxic necrotizing factor CNF2,NA,factor cnf2,cnf2
cnf3,cytotoxic necrotizing factor CNF3,cytotoxic necrotizing factor CNF3,NA,factor cnf3,cnf3
cnrA,nickel efflux RND transporter permease subunit CnrA,nickel efflux RND transporter permease subunit CnrA,NICKEL,efflux,cnrA
cnrC,nickel efflux RND transporter outer membrane subunit CnrC,nickel efflux RND transporter outer membrane subunit CnrC,NICKEL,efflux,cnrC
cnrT,nickel diffusion facilitator CnrT,nickel diffusion facilitator CnrT,NICKEL,facilitator cnrt,cnrT
cnrY,nickel resistance system anti-sigma factor CnrY,nickel resistance system anti-sigma factor CnrY,NICKEL,factor cnry,cnrY
cofA,type 4b pilus CFA/III major pilin CofA,type 4b pilus CFA/III major pilin CofA,NA,pilin cofa,cofA
cooA,CS1 fimbrial major subunit CooA,CS1 fimbrial major subunit CooA,NA,subunit cooa,cooA
multi_CopA,laccase-like oxidase CopA,laccase-like oxidase CopA,COPPER,oxidase copa,multi_CopA
copA_Ehir,copper-translocating P-type ATPase CopA,copper-translocating P-type ATPase CopA,COPPER,atpase copa,copA_Ehir
bind_CopB,copper-binding protein CopB,copper-binding protein CopB,COPPER,protein copb,bind_CopB
copB_Ehir,copper/silver-translocating P-type ATPase CopB,copper/silver-translocating P-type ATPase CopB,COPPER/SILVER,atpase copb,copB_Ehir
copC_Psyr,copper homeostasis periplasmic binding protein CopC,copper homeostasis periplasmic binding protein CopC,COPPER,protein copc,copC_Psyr
copL,transcriptional regulator CopL,transcriptional regulator CopL,COPPER,regulator copl,copL
copP,copper-binding metallochaperone CopP,copper-binding metallochaperone CopP,COPPER,metallochaperone copp,copP
copR,heavy metal response regulator transcription factor CopR,heavy metal response regulator transcription factor CopR,COPPER,factor copr,copR
copS,copper resistance membrane spanning protein CopS,copper resistance membrane spanning protein CopS,COPPER,protein cops,copS
cosA,PCF071 fimbrial major subunit CosA,PCF071 fimbrial major subunit CosA,NA,subunit cosa,cosA
cotA,CS2 fimbrial major subunit CotA,CS2 fimbrial major subunit CotA,NA,subunit cota,cotA
cpa,alpha-toxin,alpha-toxin,NA,alpha-toxin,cpa
cpa_Csak,omptin family outer membrane protease Cpa,omptin family outer membrane protease Cpa,NA,protease cpa,cpa_Csak
cpb,beta-channel forming cytolysin CPB,beta-channel forming cytolysin CPB,NA,cytolysin cpb,cpb
cpb2,beta-2 toxin CPB2,beta-2 toxin CPB2,NA,toxin cpb2,cpb2
cpd,beta-channel forming cytolysin CPD,beta-channel forming cytolysin CPD,NA,cytolysin cpd,cpd
cpe,enterotoxin CPE,enterotoxin CPE,NA,enterotoxin cpe,cpe
cph,capreomycin phosphotransferase,capreomycin phosphotransferase,CAPREOMYCIN/VIOMYCIN|TUBERACTINOMYCIN,phosphotransferase,cph
cphA-1,subclass B2 metallo-beta-lactamase CphA-1,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-1
cphA-10,subclass B2 metallo-beta-lactamase CphA-10,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-10
cphA-11,subclass B2 metallo-beta-lactamase CphA-11/ImiS,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-11
cphA-12,subclass B2 metallo-beta-lactamase CphA-12,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-12
cphA-13,subclass B2 metallo-beta-lactamase CphA-13/ImiH,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-13
cphA-14,subclass B2 metallo-beta-lactamase CphA-14,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-14
cphA-15,subclass B2 metallo-beta-lactamase CphA-15,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-15
cphA-16,subclass B2 metallo-beta-lactamase CphA-16,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-16
cphA-17,subclass B2 metallo-beta-lactamase CphA-17,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-17
cphA-2,subclass B2 metallo-beta-lactamase CphA-2,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-2
cphA-3,subclass B2 metallo-beta-lactamase CphA-3,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-3
cphA-4,subclass B2 metallo-beta-lactamase CphA-4,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-4
cphA-5,subclass B2 metallo-beta-lactamase CphA-5,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-5
cphA-6,subclass B2 metallo-beta-lactamase CphA-6,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-6
cphA-7,subclass B2 metallo-beta-lactamase CphA-7,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-7
cphA-8,subclass B2 metallo-beta-lactamase CphA-8,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-8
cphA-9,subclass B2 metallo-beta-lactamase CphA-9,nan,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,cphA-9
cplR,ABC-F type ribosomal protection protein CplR,ABC-F type ribosomal protection protein CplR,CLINDAMYCIN/LINCOMYCIN/RETAPAMULIN/VIRGINIAMYCIN|LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN,protein cplr,cplR
cpt,chloramphenicol phosphotransferase CPT,chloramphenicol phosphotransferase CPT,CHLORAMPHENICOL|PHENICOL,phosphotransferase,cpt
crcB,fluoride efflux transporter CrcB,fluoride efflux transporter CrcB,FLUORIDE,efflux transporter,crcB
crpP,ICE-associated protein CrpP,ICE-associated protein CrpP,FLUOROQUINOLONE,protein crpp,crpP
crsA,CS26 fimbrial major subunit CrsA,CS26 fimbrial major subunit CrsA,NA,subunit crsa,crsA
crxA,CrxA family subclass B1 metallo-beta-lactamase,CrxA family subclass B1 metallo-beta-lactamase,BETA-LACTAM|CARBAPENEM,metallo-beta-lactamase,crxA
csaB,CS4 pilus major pilin CsaB,CS4 pilus major pilin CsaB,NA,pilin csab,csaB
csbA,CS17 fimbrial major subunit CsbA,CS17 fimbrial major subunit CsbA,NA,subunit csba,csbA
csdA,CS19 fimbria major subunit CsdA,CS19 fimbria major subunit CsdA,NA,subunit csda,csdA
cseA,C22 fimbrial major subunit CseA,C22 fimbrial major subunit CseA,NA,subunit csea,cseA
cshE,CS13 fimbrial major subunit CshE,CS13 fimbrial major subunit CshE,NA,subunit cshe,cshE
csnA,CS20 fimbrial major subunit CsnA,CS20 fimbrial major subunit CsnA,NA,subunit csna,csnA
cssA,CS6 fimbrial subunit A CssA,CS6 fimbrial subunit A CssA,NA,a cssa,cssA
cstB,CS3 fimbrial usher protein CstB,CS3 fimbrial usher protein CstB,NA,protein cstb,cstB
csuC,CS14 pilus usher protein CsuC,CS14 pilus usher protein CsuC,NA,protein csuc,csuC
csvA,CS7 fimbrial major subunit CsvA,CS7 fimbrial major subunit CsvA,NA,subunit csva,csvA
cswA,CS12 fimbrial major subunit CswA,CS12 fimbrial major subunit CswA,NA,subunit cswa,cswA
ctxA,cholera enterotoxin catalytic subunit CtxA,cholera enterotoxin catalytic subunit CtxA,NA,subunit ctxa,ctxA
ctxB,cholera enterotoxin binding subunit CtxB,cholera enterotoxin binding subunit CtxB,NA,subunit ctxb,ctxB
cueA,copper resistance metal-translocating P1-type ATPase CueA,copper resistance metal-translocating P1-type ATPase CueA,COPPER,atpase cuea,cueA
cvaB,colicin V export peptidase/ABC transporter CvaB,colicin V export peptidase/ABC transporter CvaB,NA,transporter cvab,cvaB
cvaC,colicin V,colicin V,NA,colicin v,cvaC
cxpE,chloramphenicol efflux transporter CxpE,chloramphenicol efflux transporter CxpE,CHLORAMPHENICOL|PHENICOL,efflux transporter,cxpE
cya,anthrax toxin edema factor,anthrax toxin edema factor,NA,edema factor,cya
cytK1,beta-channel forming cytolysin CytK1,beta-channel forming cytolysin CytK1,NA,cytolysin cytk1,cytK1
cytK2,beta-channel forming cytolysin CytK2,beta-channel forming cytolysin CytK2,NA,cytolysin cytk2,cytK2
dfr1_rpt,trimethoprim-resistant repeat-containing dihydrofolate reductase DfrA1,trimethoprim-resistant repeat-containing dihydrofolate reductase DfrA1,TRIMETHOPRIM,reductase dfra1,dfr1_rpt
dfrA13,trimethoprim-resistant dihydrofolate reductase DfrA13,nan,TRIMETHOPRIM,reductase dfra13,dfrA13
dfrA28,trimethoprim-resistant dihydrofolate reductase DfrA28,nan,TRIMETHOPRIM,reductase dfra28,dfrA28
dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,TRIMETHOPRIM,reductase dfra1,dfrA1
dfrA10,trimethoprim-resistant dihydrofolate reductase DfrA10,trimethoprim-resistant dihydrofolate reductase DfrA10,TRIMETHOPRIM,reductase dfra10,dfrA10
dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,TRIMETHOPRIM,reductase dfra12,dfrA12
dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,TRIMETHOPRIM,reductase dfra14,dfrA14
dfrA15,trimethoprim-resistant dihydrofolate reductase DfrA15,trimethoprim-resistant dihydrofolate reductase DfrA15,TRIMETHOPRIM,reductase dfra15,dfrA15
dfrA16,trimethoprim-resistant dihydrofolate reductase DfrA16,trimethoprim-resistant dihydrofolate reductase DfrA16,TRIMETHOPRIM,reductase dfra16,dfrA16
dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,TRIMETHOPRIM,reductase dfra17,dfrA17
dfrA18,trimethoprim-resistant dihydrofolate reductase DfrA18,trimethoprim-resistant dihydrofolate reductase DfrA18,TRIMETHOPRIM,reductase dfra18,dfrA18
dfrA19,trimethoprim-resistant dihydrofolate reductase DfrA19,trimethoprim-resistant dihydrofolate reductase DfrA19,TRIMETHOPRIM,reductase dfra19,dfrA19
dfrA20,trimethoprim-resistant dihydrofolate reductase DfrA20,trimethoprim-resistant dihydrofolate reductase DfrA20,TRIMETHOPRIM,reductase dfra20,dfrA20
dfrA21,trimethoprim-resistant dihydrofolate reductase DfrA21,trimethoprim-resistant dihydrofolate reductase DfrA21,TRIMETHOPRIM,reductase dfra21,dfrA21
dfrA22,trimethoprim-resistant dihydrofolate reductase DfrA22,trimethoprim-resistant dihydrofolate reductase DfrA22,TRIMETHOPRIM,reductase dfra22,dfrA22
dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,TRIMETHOPRIM,reductase dfra23,dfrA23
dfrA24,trimethoprim-resistant dihydrofolate reductase DfrA24,trimethoprim-resistant dihydrofolate reductase DfrA24,TRIMETHOPRIM,reductase dfra24,dfrA24
dfrA25,trimethoprim-resistant dihydrofolate reductase DfrA25,trimethoprim-resistant dihydrofolate reductase DfrA25,TRIMETHOPRIM,reductase dfra25,dfrA25
dfrA26,trimethoprim-resistant dihydrofolate reductase DfrA26,trimethoprim-resistant dihydrofolate reductase DfrA26,TRIMETHOPRIM,reductase dfra26,dfrA26
dfrA27,trimethoprim-resistant dihydrofolate reductase DfrA27,trimethoprim-resistant dihydrofolate reductase DfrA27,TRIMETHOPRIM,reductase dfra27,dfrA27
dfrA29,trimethoprim-resistant dihydrofolate reductase DfrA29,trimethoprim-resistant dihydrofolate reductase DfrA29,TRIMETHOPRIM,reductase dfra29,dfrA29
dfrA3,trimethoprim-resistant dihydrofolate reductase DfrA3,trimethoprim-resistant dihydrofolate reductase DfrA3,TRIMETHOPRIM,reductase dfra3,dfrA3
dfrA30,trimethoprim-resistant dihydrofolate reductase DfrA30,trimethoprim-resistant dihydrofolate reductase DfrA30,TRIMETHOPRIM,reductase dfra30,dfrA30
dfrA31,trimethoprim-resistant dihydrofolate reductase DfrA31,trimethoprim-resistant dihydrofolate reductase DfrA31,TRIMETHOPRIM,reductase dfra31,dfrA31
dfrA32,trimethoprim-resistant dihydrofolate reductase DfrA32,trimethoprim-resistant dihydrofolate reductase DfrA32,TRIMETHOPRIM,reductase dfra32,dfrA32
dfrA33,trimethoprim-resistant dihydrofolate reductase DfrA33,trimethoprim-resistant dihydrofolate reductase DfrA33,TRIMETHOPRIM,reductase dfra33,dfrA33
dfrA34,trimethoprim-resistant dihydrofolate reductase DfrA34,trimethoprim-resistant dihydrofolate reductase DfrA34,TRIMETHOPRIM,reductase dfra34,dfrA34
dfrA35,trimethoprim-resistant dihydrofolate reductase DfrA35,trimethoprim-resistant dihydrofolate reductase DfrA35,TRIMETHOPRIM,reductase dfra35,dfrA35
dfrA36,trimethoprim-resistant dihydrofolate reductase DfrA36,trimethoprim-resistant dihydrofolate reductase DfrA36,TRIMETHOPRIM,reductase dfra36,dfrA36
dfrA37,trimethoprim-resistant dihydrofolate reductase DfrA37,trimethoprim-resistant dihydrofolate reductase DfrA37,TRIMETHOPRIM,reductase dfra37,dfrA37
dfrA38,trimethoprim-resistant dihydrofolate reductase DfrA38,trimethoprim-resistant dihydrofolate reductase DfrA38,TRIMETHOPRIM,reductase dfra38,dfrA38
dfrA39,trimethoprim-resistant dihydrofolate reductase DfrA39,trimethoprim-resistant dihydrofolate reductase DfrA39,TRIMETHOPRIM,reductase dfra39,dfrA39
dfrA3b,trimethoprim-resistant dihydrofolate reductase DfrA3b,trimethoprim-resistant dihydrofolate reductase DfrA3b,TRIMETHOPRIM,reductase dfra3b,dfrA3b
dfrA4,trimethoprim-resistant dihydrofolate reductase DfrA4,trimethoprim-resistant dihydrofolate reductase DfrA4,TRIMETHOPRIM,reductase dfra4,dfrA4
dfrA40,trimethoprim-resistant dihydrofolate reductase DfrA40,trimethoprim-resistant dihydrofolate reductase DfrA40,TRIMETHOPRIM,reductase dfra40,dfrA40
dfrA41,trimethoprim-resistant dihydrofolate reductase DfrA41,trimethoprim-resistant dihydrofolate reductase DfrA41,TRIMETHOPRIM,reductase dfra41,dfrA41
dfrA42,trimethoprim-resistant dihydrofolate reductase DfrA42,trimethoprim-resistant dihydrofolate reductase DfrA42,TRIMETHOPRIM,reductase dfra42,dfrA42
dfrA43,trimethoprim-resistant dihydrofolate reductase DfrA43,trimethoprim-resistant dihydrofolate reductase DfrA43,TRIMETHOPRIM,reductase dfra43,dfrA43
dfrA44,trimethoprim-resistant dihydrofolate reductase DfrA44,trimethoprim-resistant dihydrofolate reductase DfrA44,TRIMETHOPRIM,reductase dfra44,dfrA44
